Account nr.;Account is outside Pictet;Valuation date;Asset class;Sub asset class;Description;Quantity;Price currency;Market price in price currency;Market price (P / %);Market price date;Market price type;Position currency;Gross unit cost in position currency;Valuation in position currency;Accrued income in position currency;Valuation with accrued income in position currency;Exchange rate to reference currency;Reference currency;Valuation in reference currency;Accrued income in reference currency;Valuation with accrued income in reference currency;Weight [%];Adjustment factor;Exchange rate from price currency to position currency;Gross cost in position currency;Gross unrealised in position currency;Gross unrealised in position currency [%];Gross cost in reference currency;Gross unrealised in reference currency;Gross unrealised in reference currency [%];Net unit cost in position currency;Net cost in position currency;Net unrealised in position currency;Net unrealised in position currency [%];Net cost in reference currency;Net unrealised in reference currency;Net unrealised in reference currency [%];Net unrealised on market in reference currency;Net unrealised on market in reference currency [%];Net unrealised on currency in reference currency;Net unrealised on currency in reference currency [%];Pictet Code;ISIN;Telekurs ID;Bloomberg ticker (Default Code);Reuters symbol (Default Code);Financial instrument type (code);Financial instrument type;Currency risk;Country risk (code);Country risk;GICS level 1;GICS level 2;Issuer;Issuer Country (code);Issuer Country;Telekurs Sector;Bond Issuer Type;Maturity;Duration;Modified duration;Yield to maturity;Time to maturity;Current interest rate 1;Current interest rate 2;Delta;Rating Moody's;Rating S&P;Composite rating;Contract size;Underlying 1;Underlying 1 Ratio derivative;Underlying 1 Ratio underlying;Underlying 1 Strike currency;Underlying 1 Strike price;Underlying 1 Pictet code;Underlying 1 ISIN;Underlying 1 Financial instrument type (code);Underlying 1 Financial instrument type;Underlying 2;Underlying 2 Ratio derivative;Underlying 2 Ratio underlying;Underlying 2 Strike currency;Underlying 2 Strike price;Underlying 2 Pictet code;Underlying 2 ISIN;Underlying 2 Financial instrument type (code);Underlying 2 Financial instrument type;Account nr. IN/EX
162306.002;;2023/10/30;Cash;Current accounts;162306.002.00.CHF;0.00000;;;;;;CHF;;0.00;0.00;0.00;1.04414651;EUR;0.00;0.00;0.00;0.00000000;;1.00000000;;;;;;;;;;;;;;;;;;;;ZZZVAWLFQ;;;A005;Capital;CHF;CH;Switzerland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162306.002
162306.002;;2023/10/30;Cash;Current accounts;162306.002.00.EUR;11644.94000;;;;;;EUR;;11644.94;0.00;11644.94;1.00000000;EUR;11644.94;0.00;11644.94;17.60907057;;1.00000000;;;;;;;;;;;;;;;;;;;;ZZZVAWMOO;;;A005;Capital;EUR;DE;Germany;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162306.002
162306.002;;2023/10/30;Cash;Current accounts;162306.002.00.USD;23271.57000;;;;;;USD;;23271.57;0.00;23271.57;0.94166392;EUR;21914.00;0.00;21914.00;33.13758358;;1.00000000;;;;;;;;;;;;;;;;;;;;ZZZVAWLA9;;;A005;Capital;USD;US;United States;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162306.002
162306.002;;2023/10/30;Bonds;Time to maturity < 1 year;0% CV ABENGOA 19/24 SR S-PIK-;229565.00000;EUR;0.00000;P*;2021/03/31;Estimate / Valuation;EUR;0.00000;0.00;0.00;0.00;1.00000000;EUR;0.00;0.00;0.00;0.00000000;1.06150;1.00000000;0.00;0.00;;0.00;0.00;;0.00000;0.00;0.00;;0.00;0.00;;0.00;;0.00;;AAEY8S;XS1978209002;47666461;ZS4214889@BVL4 Corp;;BCV;Convertible bond;EUR;ES;Spain;;;ABENGOA ABENEWCO 2 SAU;ES;Spain;Energy & water supply;Corporate;2024/10/26;0.00000;0.00000;0.00000;0.99110;0.00000;;;;;;;ABENGOA ABENEWCO 2 BIS;1;1;EUR;;AAFA7H;ZZ00AAFA7H 0;EZ;Equity - Miscellaneous;;;;;;;;;;162306.002
162306.002;;2023/10/30;Bonds;Time to maturity < 1 year;0% CV ABENGOA 19/24 SR S-PIK-;229565.00000;EUR;0.00000;P*;2021/03/31;Estimate / Valuation;EUR;0.00000;0.00;0.00;0.00;1.00000000;EUR;0.00;0.00;0.00;0.00000000;1.05753;1.00000000;0.00;0.00;;0.00;0.00;;0.00000;0.00;0.00;;0.00;0.00;;0.00;;0.00;;AAEY9Z;XS1978210273;47666458;ZS4232360@BVL4 Corp;;BCV;Convertible bond;EUR;ES;Spain;;;ABENGOA ABENEWCO 2 SAU;ES;Spain;Energy & water supply;Corporate;2024/10/26;0.00000;0.00000;0.00000;0.99110;0.00000;;;;;;;ABENGOA ABENEWCO 2 BIS;1;0;EUR;;AAFA7H;ZZ00AAFA7H 0;EZ;Equity - Miscellaneous;;;;;;;;;;162306.002
162306.002;;2023/10/30;Bonds;Time to maturity < 10 years;4.00% RALLYE 14/30 SR -DEF-;200000.00000;EUR;0.36993;%;2023/10/30;Mid Price;EUR;100.27000;739.86;0.00;739.86;1.00000000;EUR;739.86;0.00;739.86;1.11879039;;1.00000000;200540.00;-199800.14;-99.63106612;200540.00;-199800.14;-99.63106612;100.27000;200540.00;-199800.14;-99.63106612;200540.00;-199800.14;-99.63106612;-199800.14;-99.63106612;0.00;0.00000000;AAA7CO;FR0011801596;23991277;EK1314625 Corp;;BB;Bond;EUR;FR;France;Consumer staples;Consumer Staples Distribution & Retail;RALLYE SA;FR;France;Retail trade & department stores;Corporate;2032/02/28;1.61500;1.02836;369.28917;8.33128;4.00000;;;;;;;;;;;;;;;;;;;;;;;;;162306.002
162306.002;;2023/10/30;Equities;Spain;ABENGOA 'A';59485.00000;EUR;0.00000;P;2021/04/01;Estimate / Valuation;EUR;2.07523;0.00;0.00;0.00;1.00000000;EUR;0.00;0.00;0.00;0.00000000;;1.00000000;123444.86;-123444.86;-100.00000000;123444.86;-123444.86;-100.00000000;2.07523;123444.86;-123444.86;-100.00000000;123444.86;-123444.86;-100.00000000;-123444.86;-100.00000000;0.00;0.00000000;C68457;ES0105200416;1268457;ABG SM Equity;ABG.MC;EEB;Bearer share;EUR;ES;Spain;Industrials;Capital Goods;ABENGOA SA;ES;Spain;Building materials & building industry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162306.002
162306.002;;2023/10/30;Equities;Spain;ABENGOA 'B';615100.00000;EUR;0.00000;P;2021/03/10;Last paid price;EUR;0.90555;0.00;0.00;0.00;1.00000000;EUR;0.00;0.00;0.00;0.00000000;;1.00000000;557005.14;-557005.14;-100.00000000;557005.14;-557005.14;-100.00000000;0.90555;557005.14;-557005.14;-100.00000000;557005.14;-557005.14;-100.00000000;-557005.14;-100.00000000;0.00;0.00000000;AA8R70;ES0105200002;19739492;ABG/P SM Equity;ABGek.MC;EEB;Bearer share;EUR;ES;Spain;Industrials;Capital Goods;ABENGOA SA;ES;Spain;Building materials & building industry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162306.002
162306.002;;2023/10/30;Hedge funds;Long/Short Equity;LL ASSET LTD (SPV) D EUR;921.64700;EUR;14.81200;P;2023/06/30;Net Asset Value Final;EUR;171.83151;13651.44;0.00;13651.44;1.00000000;EUR;13651.44;0.00;13651.44;20.64322962;;1.00000000;158368.00;-144716.56;-91.37992524;158368.00;-144716.56;-91.37992524;171.83151;158368.00;-144716.56;-91.37992524;158368.00;-144716.56;-91.37992524;-144716.56;-91.37992524;0.00;0.00000000;AABY6T;VGG5532C1288;25212400;;;FHL;Hedge funds - Long/short;EUR;XX;Global - Developed;;;LL ASSETS;VG;British Virgin Islands;Investment trusts/funds & provisioning inst.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162306.002
162306.002;;2023/10/30;Hedge funds;Long/Short Equity;LL ASSET LTD (SPV) F EUR;351.46200;EUR;46.85800;P;2023/06/30;Net Asset Value Final;EUR;155.59292;16468.81;0.00;16468.81;1.00000000;EUR;16468.81;0.00;16468.81;24.90355790;;1.00000000;54685.00;-38216.19;-69.88422785;54685.00;-38216.19;-69.88422785;155.59292;54685.00;-38216.19;-69.88422785;54685.00;-38216.19;-69.88422785;-38216.19;-69.88422785;0.00;0.00000000;AABX8B;VGG5532C1361;25229681;;;FHL;Hedge funds - Long/short;EUR;XX;Global - Developed;;;LL ASSETS;VG;British Virgin Islands;Investment trusts/funds & provisioning inst.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162306.002
